Entry,Accession,Biomass.Yield.dry.weight.2016,Biomass.Yield.dry.weight.2017,Biomass.Yield.dry.weight.2018
JPN-2010-014,JPN-2010-014,728.56875,3146.414147,1230.969697
JY023,JY023,NA,NA,NA
KMS399,KMS399,NA,NA,NA
M. ×giganteus 'Illinois'-UI10-00107,UI10-00107,NA,NA,NA
JM2014-H-29,JM2014-H-29,NA,314.728241,397.3333333
JY060,JY060,NA,NA,NA
RU2012-029,RU2012-029,NA,NA,NA
JY052,JY052,NA,NA,NA
PMS-076,PMS-076,26.25,436.1852073,408.6538462
JY201,JY201,NA,NA,NA
RU2012-132,RU2012-132,91.96,813.7921465,488.2807018
RU2012-102,RU2012-102,NA,334.475953,632.0682927
JY037,JY037,NA,NA,NA
JM2014-H-53,JM2014-H-53,NA,NA,NA
JY196,JY196,46.15384615,453.5939086,1027.928571
RU2012-159,RU2012-159,NA,NA,NA
JM2014-H-2,JM2014-H-2,NA,41.16,165.6338028
JPN-2011-005,JPN-2011-005,72.53333333,873.7526731,754.127907
JY019,JY019,NA,NA,NA
JY208,JY208,NA,NA,NA
KMS301,KMS301,14,117.2584185,523.6578947
JM2014-H-20,JM2014-H-20,19.31034483,158.387628,333.4267516
KMS365,KMS365,NA,147.675573,405.9007092
KMS259,KMS259,16,267.375599,476.1428571
RU2012-047,RU2012-047,85.71428571,766.6006601,497.8333333
RU2012-061,RU2012-061,NA,NA,NA
JY068,JY068,NA,NA,NA
JY158,JY158,276.3157895,1062.787143,1241.867925
JPN-2010-007,JPN-2010-007,NA,141.5726496,212.2180451
JY230,JY230,NA,NA,NA
RU2012-060,RU2012-060,NA,NA,NA
JY298,JY298,NA,NA,NA
JM2014-H-51,JM2014-H-51,154.5923077,1270.111996,327.4594595
RU2012-170,RU2012-170,156.7481297,133.6947393,169.7902098
RU2012-019,RU2012-019,NA,NA,NA
KMS408,KMS408,NA,NA,NA
KMS374,KMS374,648.5454545,2350.432373,810.1190476
RU2012-018,RU2012-018,72.72727273,537.3987016,465.3571429
RU2012-163,RU2012-163,137.1285714,612.6111942,319.6329114
JY053,JY053,NA,NA,NA
JY176,JY176,NA,NA,NA
RU2012-025,RU2012-025,NA,NA,NA
RU2012-042,RU2012-042,NA,NA,NA
JPN-2011-006,JPN-2011-006,59.8,297.429649,596.0196078
KMS326,KMS326,133.2586207,2437.191669,1832.688742
UI11-00034,UI11-00034,NA,NA,NA
JY269,JY269,186.3333333,1264.123873,1346.787565
RU2012-112,RU2012-112,NA,NA,NA
KMS311,KMS311,NA,NA,NA
RU2012-028,RU2012-028,NA,NA,NA
RU2012-017,RU2012-017,NA,NA,NA
JY137,JY137,803.4857143,5035.820961,2518.08
JY287,JY287,181.7,1384.052974,969.7346939
RU2012-088,RU2012-088,38.775,314.475761,579
RU2012-049,RU2012-049,NA,NA,NA
JY080,JY080,NA,NA,NA
UI11-00031,UI11-00031,NA,NA,NA
KMS400,KMS400,269.5,1767.93101,1556.382979
JY152,JY152,NA,NA,NA
JY297,JY297,NA,NA,NA
JY180,JY180,1260.4,NA,NA
JY129,JY129,NA,NA,NA
RU2012-138,RU2012-138,NA,NA,NA
JPN-2011-019,JPN-2011-019,NA,NA,NA
KMS415,KMS415,281.6,2484.948336,1113.28
JPN-2010-015,JPN-2010-015,NA,NA,NA
RU2012-131,RU2012-131,NA,NA,NA
JY070,JY070,NA,NA,NA
RU2012-055,RU2012-055,NA,NA,NA
KMS393,KMS393,189.2,1208.56534,680.8421053
JM2014-H-4,JM2014-H-4,119.925,752.9372541,341.9612903
KMS324,KMS324,105,1136.323874,687.9085714
JY190,JY190,NA,149.2037787,336.05
RU2012-124,RU2012-124,100.8,624.6505176,344.6065574
RU2012-177,RU2012-177,10.35,423.339759,122.8421053
JM11-040,JM11-040,418.7333333,1518.108892,889.9746835
JM2014-H-3,JM2014-H-3,201.3,2095.265508,965.4742268
RU2012-135,RU2012-135,17.39130435,229.0768112,175.7727273
RU2012-073,RU2012-073,NA,NA,NA
KMS394,KMS394,NA,NA,NA
JY231,JY231,66.44067797,44,293.5609756
RU2012-197,RU2012-197,NA,NA,NA
JY001,JY001,NA,NA,NA
JY214,JY214,NA,117.4679748,703.8496241
JPN-2011-018,JPN-2011-018,1328.057143,NA,NA
RU2012-162,RU2012-162,NA,1152.62083,698.8468468
JM2014-K-11,JM2014-K-11,1072.285714,3569.053607,1452.620408
JM2014-H-63,JM2014-H-63,180.88,1552.411905,637.3228346
JY183,JY183,854.7,3856.227576,3371.529412
JPN-2010-009,JPN-2010-009,103.184392,NA,NA
JY082,JY082,NA,NA,NA
JY260,JY260,NA,NA,NA
RU2012-098,RU2012-098,NA,NA,NA
KMS422,KMS422,3971.25,7597.881191,6690.026316
KMS262,KMS262,44.4,1177.689948,1896.540541
JY025,JY025,NA,109.0257175,142
UI11-00039,UI11-00039,273.4782609,1653.272727,564.5128205
KMS268,KMS268,NA,NA,NA
KMS331,KMS331,NA,NA,NA
JY295,JY295,NA,NA,NA
KMS435,KMS435,1064.416667,5145.100295,1578.094118
UI11-00038,UI11-00038,NA,3598.903709,1499.246231
JY049,JY049,NA,NA,NA
JY200,JY200,230.1,1426.544604,710.4842105
JM2014-S-4,JM2014-S-4,3616.82,7351.431336,2191.058824
KMS405,KMS405,NA,118.3184258,564.8093023
JM2014-H-62,JM2014-H-62,NA,124.0760296,394.7368421
JY009,JY009,NA,NA,NA
RU2012-083,RU2012-083,NA,NA,NA
JY022,JY022,NA,NA,NA
JM2014-H-8,JM2014-H-8,259.25,1869.418275,1250.396341
JM11-027-2,JM11-027-2,2289.538286,459.9668413,148.4666667
JY203,JY203,NA,NA,NA
JM2014-H-14,JM2014-H-14,NA,NA,NA
RU2012-020,RU2012-020,30.52,148.9439,244.7738095
RU2012-048,RU2012-048,3.9,171.9107049,383.631068
KMS412,KMS412,655.0375,2104.436213,1974.461224
JY268,JY268,329.1052632,1415.945737,898.8
M. sacchariflorus 'Golf Course 4x'-UI11-00007,UI11-00007,20.20833333,545.2908329,496.1780822
RU2012-179,RU2012-179,NA,NA,NA
RU2012-181,RU2012-181,NA,NA,NA
JM2014-H-22,JM2014-H-22,NA,219.6030534,117.6470588
PMS-071,PMS-071,NA,NA,NA
JM2014-H-69,JM2014-H-69,176.9473684,NA,NA
RU2012-183,RU2012-183,NA,NA,NA
JY140,JY140,373.0555556,2759.895921,844.6
KMS427,KMS427,1464.75,5237.766083,2406.473118
KMS382,KMS382,264,2808.526376,1184.336283
JM2014-M-7,JM2014-M-7,1713.295775,5977.655387,1629.425676
JY046,JY046,NA,NA,NA
KMS390,KMS390,713.4,2877.516779,963.424
KMS302,KMS302,532.6666667,1920.586281,626.201005
JY222,JY222,NA,67.99,105.483871
JY161,JY161,NA,NA,NA
KMS379,KMS379,196.1142857,1289.467653,455.2
KMS319,KMS319,NA,NA,NA
KMS330,KMS330,NA,NA,NA
JY024,JY024,502.13,2665.239778,339.7922078
JY211,JY211,NA,NA,NA
KMS410,KMS410,NA,NA,NA
KMS384,KMS384,NA,NA,NA
RU2012-178,RU2012-178,75.49726708,38.1,75.92553191
JPN-2010-002,JPN-2010-002,NA,NA,NA
KMS310,KMS310,238.7375,1989.757312,949.5138889
RU2012-206,RU2012-206,NA,NA,NA
JY116,JY116,NA,NA,NA
JY013,JY013,NA,NA,NA
RU2012-052,RU2012-052,21.4,2174.015748,85.28846154
JY136,JY136,NA,NA,NA
RU2012-201,RU2012-201,69.75,392.260274,543.2835821
JY197,JY197,420.6696429,2903.979177,1500.10989
JY030,JY030,NA,NA,NA
JPN-2010-008,JPN-2010-008,NA,NA,NA
KMS370,KMS370,NA,NA,NA
RU2012-064,RU2012-064,NA,NA,NA
RU2012-109,RU2012-109,NA,NA,NA
JM2014-H-64,JM2014-H-64,73.66666667,849.9186738,338.2290076
KMS361,KMS361,NA,NA,NA
KMS380,KMS380,NA,NA,NA
KMS459,KMS459,48.5375,817.3567782,1453.350877
JY294,JY294,145.125,978.742426,549.1046512
KMS439,KMS439,NA,NA,NA
JM2014-H-42,JM2014-H-42,NA,NA,NA
JY127,JY127,NA,NA,NA
JY217,JY217,NA,NA,NA
JY091,JY091,NA,NA,NA
RU2012-136,RU2012-136,NA,90.36076875,266.22
JY175,JY175,1503.125,5570.843091,926.8103448
JY138,JY138,NA,NA,NA
RU2012-140,RU2012-140,53.625,518.5532658,236.08125
KMS414,KMS414,NA,NA,NA
JPN-2011-010,JPN-2011-010,77.53030303,495.6116677,153.5573123
JY092,JY092,NA,NA,NA
KMS278,KMS278,NA,NA,NA
JY104,JY104,NA,NA,NA
JPN-2010-005,JPN-2010-005,NA,NA,NA
M. sacchariflorus 'Golf Course 2x'-UI11-00006,UI11-00006,153.8421053,NA,NA
JY045,JY045,356.5,3967.812729,1591.809524
RU2012-081,RU2012-081,149.4508009,2.0615,155.8421053
KMS358,KMS358,NA,NA,NA
PMS-075,PMS-075,32.2,162.169648,482.8369565
RU2012-040,RU2012-040,NA,NA,NA
KMS383,KMS383,NA,NA,NA
RU2012-153,RU2012-153,NA,27.71,NA
KMS315,KMS315,NA,NA,NA
RU2012-194,RU2012-194,NA,NA,NA
RU2012-211,RU2012-211,36.36363636,650.9744398,681.4305556
RU2012-108,RU2012-108,92.30769231,810.9096021,691.212766
JY066,JY066,1540.2,3429.564345,1128.571429
KMS291,KMS291,NA,234.7851902,447.9354839
JMKikuchi 1(N24),JMKikuchi 1(N24),222.3,1406.694409,1832.6
JM2014-H-19,JM2014-H-19,90.4875,981.4142343,1155.304348
JY185,JY185,181.24,996.5401116,1617.977528
UI11-00037,UI11-00037,NA,176.8553012,622.1604396
JM2014-H-41,JM2014-H-41,90.16393443,1117.159476,333.6111111
JM2014-H-11,JM2014-H-11,285.8666667,1464.787292,437.627451
RU2012-059,RU2012-059,NA,NA,NA
KMS352,KMS352,383.8333333,2454.751152,718.6666667
RU2012-202,RU2012-202,13,105.5202312,114.8
JY004,JY004,NA,NA,NA
JY285,JY285,548.025641,2263.607485,414.6625
RU2012-195,RU2012-195,103.6,468.9971131,208.5957447
KMS465,KMS465,291.06,2782.600785,620.375
JMKamisho(N24),JMKamisho(N24),615.1694915,2078.572094,795.695122
RU2012-128,RU2012-128,50.6,438.0939823,236.1666667
KMS418,KMS418,973.9636364,3525.130401,1038.545455
RU2012-130,RU2012-130,120.0333333,698.8460202,543.4814815
JM2014-H-48,JM2014-H-48,186.5,1535.508577,1153.439024
RU2012-143,RU2012-143,NA,1599.923621,2835.466667
KMS292,KMS292,NA,NA,NA
RU2012-113,RU2012-113,80,399.1743992,485.888
RU2012-062,RU2012-062,29.75,74.50260417,777.4912281
RU2012-065,RU2012-065,NA,NA,NA
JM11-027-1,JM11-027-1,NA,NA,NA
KMS362,KMS362,NA,NA,NA
JY128,JY128,NA,NA,NA
JY207,JY207,16.69421488,127.2526013,320.2662338
KMS309,KMS309,51.0125,1321.25852,1224.615385
RU2012-050,RU2012-050,8.9,82,201.7702703
RU2012-205,RU2012-205,180.3797468,1416.465825,358.8666667
JY199,JY199,NA,NA,NA
JY174,JY174,NA,NA,NA
JY160,JY160,NA,NA,NA
JY007,JY007,NA,NA,NA
KMS264,KMS264,NA,NA,NA
RU2012-035,RU2012-035,NA,NA,NA
RU2012-207,RU2012-207,54.6,384.7145079,288.7792208
JY257,JY257,42,344.2214328,217.3090909
JMTomato(N24),JMTomato(N24),NA,NA,NA
JM2014-H-27,JM2014-H-27,NA,NA,NA
KMS436,KMS436,292,1490.684893,477.0526316
JY087,JY087,NA,NA,NA
RU2012-200,RU2012-200,95.55,865.6399334,357.8333333
JY283,JY283,NA,NA,NA
RU2012-190,RU2012-190,278.5714286,933.174435,390.1353383
JY032,JY032,NA,NA,NA
JY209,JY209,NA,NA,NA
RU2012-078,RU2012-078,213.5666667,1223.04,528.8450704
JY069,JY069,NA,NA,NA
JY148,JY148,210.3448276,689.0243902,744.1682243
JM2014-H-44,JM2014-H-44,204.7857143,749.7706584,547.4042553
IGR-2011-005,IGR-2011-005,164.3571429,569.6251495,1029.953917
JY010,JY010,NA,NA,NA
RU2012-110,RU2012-110,NA,NA,NA
JY302,JY302,382.1829268,1142.6,1278
KMS253,KMS253,NA,NA,NA
JM2014-H-77,JM2014-H-77,31.675,333.2315003,277.6052632
JMShira(N24),JMShira(N24),NA,NA,NA
JPN-2010-012,JPN-2010-012,NA,NA,NA
KMS388,KMS388,NA,NA,NA
JM2014-K-2,JM2014-K-2,240.3902439,1382.677176,666.6666667
RU2012-099,RU2012-099,NA,NA,NA
JY106,JY106,NA,NA,NA
RU2012-175,RU2012-175,NA,NA,NA
JM2014-H-18,JM2014-H-18,71.11111111,259.5510334,371.7419355
JY048,JY048,NA,NA,NA
RU2012-188,RU2012-188,NA,NA,NA
JY270,JY270,NA,NA,NA
RU2012-185,RU2012-185,NA,3494.170122,4653.910714
KMS369,KMS369,NA,186.4897208,950.5344828
JY159,JY159,NA,NA,NA
RU2012-154,RU2012-154,58.03571429,750.1559978,396
JY149,JY149,NA,NA,NA
RU2012-118,RU2012-118,NA,NA,NA
JM2014-H-52,JM2014-H-52,296.1783439,1896.203622,793.0088496
JY205,JY205,379.76,2553.846396,1579.842857
JY192,JY192,61.71428571,1008.28187,1091.864253
KMS402,KMS402,1101.956522,3557.56899,1030.957854
JPN-2011-017,JPN-2011-017,1658.461538,5229.12,2061.046512
JM2014-M-14,JM2014-M-14,228.6666667,1024.588213,357.75
KMS275,KMS275,54.64285714,NA,NA
JM2014-H-73,JM2014-H-73,267.4375,2076.780942,350.2926829
JPN-2010-006,JPN-2010-006,274.5714286,1061.510157,1106.382979
JY289,JY289,NA,NA,NA
JM2014-H-76,JM2014-H-76,134.9615385,1071.51097,738.115942
JY186,JY186,848.79375,NA,NA
UI11-00036,UI11-00036,211.025,1745.804661,1525.929412
RU2012-045,RU2012-045,NA,NA,NA
RU2012-080,RU2012-080,180.375,811.7061611,714.5864662
JM2014-H-66,JM2014-H-66,NA,NA,NA
KMS438,KMS438,NA,NA,NA
JM2014-S-2,JM2014-S-2,5282,15311.57991,3060.54902
JY182,JY182,87.5,1412.337662,520.5217391
RU2012-209,RU2012-209,92.76666667,1018.072289,1282.440476
KMS466,KMS466,1194.825,NA,NA
KMS300,KMS300,NA,124.8671769,551.1919192
JY213,JY213,NA,NA,95.2
UI11-00033,UI11-00033,NA,NA,NA
JM2014-H-58,JM2014-H-58,762.3,2918.724905,1171.876923
JY228,JY228,115.275,1152.191319,1226.557377
KMS389,KMS389,NA,NA,NA
JPN-2011-020,JPN-2011-020,680.76,NA,NA
RU2012-092,RU2012-092,NA,393.2112069,608.2222222
JM2014-K-6,JM2014-K-6,1589.525,3483.895652,4797.738095
JY276,JY276,405.3333333,2312.891114,960.3370166
RU2012-161,RU2012-161,NA,NA,NA
RU2012-034,RU2012-034,NA,NA,NA
KMS401,KMS401,345.8,1566.17961,605.5945946
JPN-2011-008,JPN-2011-008,199.5,1225.556083,969.8698225
JM11-037,JM11-037,776.625,4063.947771,2278.17931
JY111,JY111,25.55,399.2622701,625.2410423
RU2012-151,RU2012-151,NA,NA,NA
RU2012-189,RU2012-189,17.2,31.44,215.0724638
RU2012-041,RU2012-041,NA,41.6,58.17567568
JY095,JY095,NA,NA,NA
RU2012-046,RU2012-046,NA,NA,NA
JM2014-K-10,JM2014-K-10,235.125,1894.051468,2195.728814
JY271,JY271,33.75,180.83568,385.7446809
KMS449,KMS449,NA,NA,NA
KMS387,KMS387,NA,NA,NA
JY263,JY263,47.01492537,NA,NA
JY248,JY248,29.66101695,NA,NA
KMS430,KMS430,NA,NA,NA
JY277,JY277,134.7593333,NA,NA
KMS411,KMS411,9.75,75.50023633,313.1375
JY249,JY249,NA,NA,NA
JY133,JY133,NA,NA,NA
KMS417,KMS417,NA,NA,NA
JY101,JY101,NA,NA,NA
KMS395,KMS395,NA,NA,NA
JY146,JY146,NA,NA,NA
JM2014-S-3,JM2014-S-3,1666.285714,6733.984962,4442.512397
JY142,JY142,NA,79.91,40.5
JY264,JY264,31.08857143,NA,NA
JY008,JY008,NA,NA,NA
JY105,JY105,NA,NA,NA
JY039,JY039,NA,NA,NA
JPN-2010-004,JPN-2010-004,463.5714286,3090.614491,777.6652893
JPN-2011-014,JPN-2011-014,1313.380282,2810.410008,1148.563758
RU2012-038,RU2012-038,NA,NA,NA
KMS419,KMS419,210.8285714,2813.424191,1789.378531
JY150,JY150,NA,NA,NA
JY026,JY026,NA,NA,NA
JY103,JY103,NA,NA,NA
JY055,JY055,NA,NA,NA
JY093,JY093,1707.222222,5025.174419,1383.1875
JY134,JY134,NA,NA,NA
KMS343,KMS343,16.1,190.8426396,596.8421053
RU2012-212,RU2012-212,NA,NA,NA
RU2012-116,RU2012-116,24,NA,NA
JM2014-K-13,JM2014-K-13,771.5125,2590.525069,1191.489362
JY153,JY153,NA,NA,NA
JY262,JY262,27.6,100.3657886,309.8876404
KMS366,KMS366,NA,NA,NA
JY154,JY154,63,490.9343416,896.6687898
JM11-002,JM11-002,612,4696.081992,2218.5
JY191,JY191,371.040724,3041.464458,3037.548387
JM11-024,JM11-024,378.6428571,2014.231204,1389.166355
KMS378,KMS378,233.75,NA,NA
RU2012-031,RU2012-031,NA,NA,NA
JM2014-H-7,JM2014-H-7,313.6,1501.699561,585.0625
M. sacchariflorus 'Gotemba Gold'-UI11-00005,UI11-00005,244.4722222,1305.807601,70.85106383
RU2012-144,RU2012-144,NA,NA,NA
JY163,JY163,NA,NA,NA
JY147,JY147,NA,NA,NA
M. sacchariflorus 'Hortico'-UI10-00008,UI10-00008,NA,NA,NA
RU2012-174,RU2012-174,NA,NA,NA
JY187,JY187,85.14285714,332.093163,686.9172932
KMS423,KMS423,37.575,320.7027395,1166.347222
RU2012-037,RU2012-037,NA,NA,NA
KMS356,KMS356,NA,NA,NA
JY073,JY073,NA,NA,NA
JPN-2011-016,JPN-2011-016,1265.866667,4078.732162,2254.848635
JY243,JY243,NA,NA,NA
RU2012-036,RU2012-036,46.93333333,285.8218497,278.1935484
KMS413,KMS413,1107.945,3757.65554,1543.890173
JY100,JY100,NA,68.79014288,290.0181818
KMS434,KMS434,475.3,1533.947564,1244.582915
JY143,JY143,NA,NA,NA
KMS442,KMS442,36.66666667,NA,NA
JY120,JY120,59.5,572.6643084,727.7538462
RU2012-082,RU2012-082,NA,NA,NA
JY088,JY088,NA,NA,NA
RU2012-093,RU2012-093,59.5,317.5971599,113.9478261
JM2014-M-10,JM2014-M-10,69,355.1911381,426.0301508
JPN-2011-012,JPN-2011-012,239.2,1789.481968,2635.150485
JPN-2011-003,JPN-2011-003,376.4285714,2934.885443,642.6880342
JM2014-H-43,JM2014-H-43,112.4444444,901.5097052,684.2638298
JY050,JY050,NA,NA,NA
JY109,JY109,NA,NA,NA
JY110,JY110,NA,NA,NA
JM2014-H-46,JM2014-H-46,NA,NA,NA
KMS420,KMS420,885.2142857,4721.295023,2028.735632
KMS386,KMS386,22.625,312.1464226,779.6787879
RU2012-023,RU2012-023,37.06666667,266.4410536,719.8363636
RU2012-169,RU2012-169,21.7,1388.819214,908.8108108
RU2012-058,RU2012-058,NA,42.61,57.4
JM2014-M-4,JM2014-M-4,1405.033333,NA,NA
RU2012-105,RU2012-105,NA,NA,NA
KMS464,KMS464,93.1,827.7004846,1043.006536
JM11-006,JM11-006,106.07525,167.5418469,448.2898551
PMS-074,PMS-074,NA,NA,NA
JPN-2011-025,JPN-2011-025,167.2727273,1774.452191,2719.202128
KMS323,KMS323,285.6,3064.524949,641.258427
KMS316,KMS316,NA,NA,NA
KMS328,KMS328,NA,NA,NA
M. sacchariflorus 'Bluemel'-UI10-00117,UI10-00117,245.7171429,1859.008558,1475.105882
JPN-2011-023,JPN-2011-023,460.2,1053.029857,568.1824818
M. sacchariflorus 'EMI-5'-UI11-00027,UI11-00027,420.9947368,2080.5618,970.4854369
KMS256,KMS256,189.75,2987.008199,626.5
RU2012-068,RU2012-068,NA,NA,NA
RU2012-120,RU2012-120,NA,NA,NA
KMS373,KMS373,336,1806.261017,1190.705607
JM2014-M-3,JM2014-M-3,1731.283333,5276.969658,1522.927891
KMS454,KMS454,NA,NA,NA
JPN-2011-004,JPN-2011-004,NA,NA,NA
KMS398,KMS398,285.2142857,1310.970111,749.6347826
KMS269,KMS269,NA,NA,NA
RU2012-076,RU2012-076,246.125,555.3051324,699.6451613
JY169,JY169,NA,NA,NA
RU2012-067,RU2012-067,118.72,825.6640693,370.8923077
RU2012-167,RU2012-167,NA,NA,NA
JY172,JY172,278.25,1755.552335,2020.292683
JY057,JY057,NA,NA,NA
JY044,JY044,NA,NA,NA
KMS437,KMS437,NA,NA,NA
JY051,JY051,NA,NA,NA
JY181,JY181,NA,NA,NA
KMS392,KMS392,NA,NA,NA
RU2012-044,RU2012-044,NA,NA,NA
JY265,JY265,92,611.8410381,281.2631579
JPN-2011-013,JPN-2011-013,534.4296296,2953.301374,2486.324138
KMS448,KMS448,1176,5128.840821,2220.779221
JY244,JY244,NA,1006,249.7741935
KMS359,KMS359,NA,NA,NA
JPN-2010-001,JPN-2010-001,653.3,2312.591512,2324.347826
JY018,JY018,210,2213.159041,4520.333333
JY177,JY177,NA,493.4470492,1304.02439
JY006,JY006,NA,NA,NA
JY141,JY141,NA,NA,NA
JM2014-H-12,JM2014-H-12,271.0909091,1452.672796,745.0434783
KMS468,KMS468,210.6,1418.131198,290.3411765
RU2012-147,RU2012-147,NA,NA,NA
JM11-019,JM11-019,97,1792.697414,1336.27451
JM2014-K-15,JM2014-K-15,72.30714286,316.7120777,760.8813559
KMS346,KMS346,192.7,1789.901335,918.8606061
JM2014-M-6,JM2014-M-6,934.692,4019.021684,591.5375
JY056,JY056,NA,NA,NA
JM2014-M-1,JM2014-M-1,523.9578947,1863.240511,333.7983871
RU2012-199,RU2012-199,48,482.1124092,377.3225806
RU2012-091,RU2012-091,NA,NA,NA
KMS376,KMS376,NA,NA,NA
KMS349,KMS349,515.6454545,2222.080723,1489.666667
JY156,JY156,535,1922.634138,435.0877193
RU2012-149,RU2012-149,18.66666667,78.72253865,204.5806452
JY212,JY212,134.125,1238.185169,733.6551724
RU2012-114,RU2012-114,NA,NA,NA
JY194,JY194,NA,NA,NA
KMS397,KMS397,NA,NA,NA
JY108,JY108,NA,NA,NA
JY014,JY014,NA,NA,NA
RU2012-053,RU2012-053,NA,NA,NA
JY210,JY210,NA,NA,NA
KMS409,KMS409,495,2347.081851,1699.82439
KMS335,KMS335,NA,NA,NA
RU2012-084,RU2012-084,NA,3.5,43.8
KMS257,KMS257,NA,NA,NA
JY173,JY173,NA,NA,NA
JY114,JY114,NA,NA,NA
RU2012-137,RU2012-137,NA,34.29,111.6
JM2014-H-9,JM2014-H-9,227.0302147,NA,NA
RU2012-141,RU2012-141,NA,10729.72759,NA
KMS329,KMS329,NA,NA,NA
JY280,JY280,NA,NA,NA
KMS371,KMS371,310.5,1241.483097,344.2064516
RU2012-215,RU2012-215,NA,149.5649652,330.0217391
JY062,JY062,526.125,3729.919106,1606.829268
KMS447,KMS447,NA,NA,NA
JM11-013,JM11-013,4649.5,12944.25793,6628.217252
KMS403,KMS403,675.6923077,4182.283278,3538.865724
KMS265,KMS265,339.2,2036.807107,888.5217391
RU2012-096,RU2012-096,NA,NA,NA
JY118-1,JY118-1,NA,NA,NA
JY168,JY168,NA,NA,NA
JM2014-K-7,JM2014-K-7,NA,NA,NA
UI11-00032,UI11-00032,NA,NA,NA
KMS377,KMS377,221.5634855,NA,NA
JM2014-S-5,JM2014-S-5,298.32,2878.029016,4396.781609
JPN-2011-014,JPN-2011-014,273.7959184,867.7183967,1818.753247
KMS340,KMS340,NA,1439.860681,1177.815126
RU2012-167,RU2012-167,131.3636364,945.6558577,327.1578947
JY019,JY019,NA,NA,NA
JY191,JY191,729,NA,NA
KMS323,KMS323,NA,NA,NA
JY134,JY134,NA,NA,NA
JY294,JY294,103.1785714,383.1409924,627.027972
RU2012-092,RU2012-092,NA,NA,NA
JM2014-H-43,JM2014-H-43,63.46153846,837.6714801,434.9117647
JPN-2010-007,JPN-2010-007,174.3888889,957.1789483,863.3473282
JM2014-H-29,JM2014-H-29,206.0512821,906.9140152,577.6744186
JY059,JY059,NA,NA,NA
KMS468,KMS468,NA,NA,NA
RU2012-141,RU2012-141,127.575,417.8106509,276.7887324
JMShira(N24),JMShira(N24),758.7327586,3763.760935,2368.914894
RU2012-044,RU2012-044,NA,NA,NA
KMS384,KMS384,314.2142857,1966.398678,1171.243523
JM2014-S-4,JM2014-S-4,NA,NA,NA
JY073,JY073,NA,NA,NA
JY080,JY080,NA,NA,NA
JY106,JY106,NA,NA,NA
JY138,JY138,749.6363636,4495.207569,1616.02459
JY162,JY162,NA,NA,NA
KMS257,KMS257,936.8207547,2627.405731,1018.078292
JM2014-H-64,JM2014-H-64,344.9583333,1114.388265,313.0196078
JY072,JY072,NA,NA,NA
KMS316,KMS316,806.7380952,2746.996884,263.7241379
RU2012-056.2 (2x),RU2012-056.2 (2x),NA,NA,NA
JPN-2011-003,JPN-2011-003,55.3,2100.647574,1532
RU2012-207,RU2012-207,22.425,404.8764415,414.4230769
RU2012-178,RU2012-178,NA,NA,NA
UI11-00039,UI11-00039,98.81481481,679.5840517,996.0483871
KMS448,KMS448,NA,NA,NA
KMS403,KMS403,NA,NA,NA
RU2012-104,RU2012-104,NA,NA,NA
RU2012-113,RU2012-113,23.4375,122.9592576,98.90350877
RU2012-041,RU2012-041,NA,NA,NA
RU2012-202,RU2012-202,NA,78.88,198.130719
KMS330,KMS330,NA,NA,NA
JM11-019,JM11-019,235,1471.842927,1406.012121
JY187,JY187,NA,NA,NA
RU2012-091,RU2012-091,NA,NA,NA
JM2014-H-62,JM2014-H-62,87.33333333,1595.161582,1192.115942
RU2012-067,RU2012-067,NA,NA,NA
M. sacchariflorus 'Gotemba Gold'-UI11-00005,UI11-00005,357.2857143,117.2599699,89.65486726
JY260,JY260,221.7959184,689.8405382,516.1935484
KMS265,KMS265,143.84,583.7801038,503.58
RU2012-205,RU2012-205,NA,NA,NA
JY107,JY107,NA,NA,NA
JY276,JY276,NA,NA,NA
JY049,JY049,NA,NA,NA
JM2014-H-66,JM2014-H-66,705.2419355,3686.342525,884.6341463
RU2012-064,RU2012-064,39.6,86.6,75.92553191
RU2012-052,RU2012-052,16.1,149.6602265,175.7471264
IGR-2011-005,IGR-2011-005,211.65,NA,NA
KMS300,KMS300,265.5714286,1973.166313,790.3076923
JY200,JY200,467.1219512,2021.81961,795.9139073
RU2012-161,RU2012-161,85.29411765,1210.946613,555.4545455
RU2012-116,RU2012-116,28.9,183.0839297,211.6510067
RU2012-137,RU2012-137,247.7007769,NA,NA
JY153,JY153,NA,NA,NA
KMS276,KMS276,203.2207792,NA,NA
KMS311,KMS311,NA,NA,NA
RU2012-118,RU2012-118,NA,NA,NA
RU2012-078,RU2012-078,NA,NA,NA
KMS417,KMS417,82.0862069,1125.289929,1094.083333
JY154,JY154,1233.7,564.5197181,832.173913
RU2012-027,RU2012-027,137.9,52.01860068,188.4822695
KMS315,KMS315,311.85,1987.428766,888.4821429
KMS346,KMS346,62.7,1438.943662,832.6315789
RU2012-082,RU2012-082,728.5714286,4.9,118.2892562
JY248,JY248,NA,NA,NA
JY137,JY137,275,1560.121264,1219.02439
KMS345,KMS345,528.8421053,70.43342119,899.5042735
JY228,JY228,NA,NA,NA
JPN-2011-005,JPN-2011-005,309.7849462,NA,376.9011628
JPN-2011-010,JPN-2011-010,399.5,NA,NA
KMS374,KMS374,33.86666667,NA,NA
RU2012-195,RU2012-195,33.6,NA,NA
JPN-2011-015,JPN-2011-015,601.1386555,1075.777444,1119.779006
JM11-006,JM11-006,NA,NA,NA
RU2012-070,RU2012-070,NA,NA,NA
